Ref,x1,y1,x2,y2,Angular Connectivity,Axial Line Ref,Connectivity,Segment Length,T123 Integration,T123 Node Count,T123 Total Depth
110,531168.490957,183890.561739,531174.661661,183891.162317,3.2466779,30,5,6.1998625,87.18531,178,363.40985
111,531174.661661,183891.162317,531180.045933,183891.686354,4,30,6,5.4097123,106.76853,178,296.75409
112,531180.045933,183891.686354,531246.846002,183898.187827,3.0539846,30,5,67.115707,106.67425,178,297.01639
113,531246.846002,183898.187827,531306.49671,183903.993471,2.9460154,30,5,59.932568,106.70959,178,296.91803
114,531306.49671,183903.993471,531401.85296,183913.274241,3.1116269,30,5,95.806824,106.80393,178,296.65573
115,531401.85296,183913.274241,531402.048405,183913.293264,2.8883731,30,4,0.19636907,108.20311,178,292.81967
116,531056.009523,183972.375108,531073.801917,183889.143858,2.9463861,31,4,85.111755,70.311554,178,450.62296
117,531073.801917,183889.143858,531075.434914,183881.504842,2.9276934,31,4,7.8116097,72.300018,178,438.22952
118,530986.848212,183887.403694,531004.835486,183965.872851,2.7760887,32,3,80.504349,67.53054,178,469.18033
119,531004.835486,183965.872851,531056.009523,183972.375108,1.7224751,33,2,51.585476,53.73753,178,589.60657
120,530712.688736,183881.917068,530813.405101,183883.932657,4,34,5,100.73653,109.16878,178,290.22952
121,530813.405101,183883.932657,530918.31369,183886.032144,4,34,6,104.9296,109.13179,178,290.32788
122,530918.31369,183886.032144,530986.848212,183887.403694,2.8438091,34,5,68.548241,109.03329,178,290.59015
123,530986.848212,183887.403694,531029.291446,183888.25309,2.1506054,34,4,42.451733,108.81229,178,291.18033
124,531029.291446,183888.25309,531073.801917,183889.143858,3.0055857,34,5,44.519382,108.80005,178,291.2131
125,531073.801917,183889.143858,531157.130183,183890.811468,3.1265831,34,5,83.344948,108.66547,178,291.57376
126,531157.130183,183890.811468,531168.634422,183891.041697,2.8734171,34,5,11.506542,108.92268,178,290.88525
127,531168.634422,183891.041697,531174.661661,183891.162317,4,34,6,6.0284462,105.74046,178,299.63934
128,531174.661661,183891.162317,531180.080455,183891.270761,4,34,5,5.419879,86.413483,178,366.65573
129,531246.846002,183898.187827,531247.100529,183877.364907,2,35,2,20.824474,66.723885,178,474.85245
130,531380.713483,184038.933676,531417.15255,184035.901078,2.315361,36,3,36.565041,69.677841,178,454.72131
131,531367.863502,184047.323233,531380.713483,184038.933676,0.87075675,37,2,15.346227,65.180222,178,486.09836
132,531360.813158,184105.802482,531367.863502,184047.323233,2.5553956,38,3,58.902714,60.758377,178,521.4754
133,531177.606206,183921.056404,531180.045933,183891.686354,4,39,5,29.471209,102.97975,178,307.67212
134,531180.045933,183891.686354,531180.080455,183891.270761,3.0400231,39,5,0.41702437,102.67339,178,308.59015
135,531180.080455,183891.270761,531191.965639,183748.193874,1.8690072,39,4,143.56969,103.96579,178,304.75409
136,531191.965639,183748.193874,531210.219332,183528.451248,3.0909696,39,5,220.49948,103.04564,178,307.4754
137,531210.219332,183528.451248,531210.6055,183523.802459,3.3558173,39,4,4.6648011,103.75371,178,305.37704
138,531204.529923,183526.934938,531210.219332,183528.451248,4,40,5,5.8880019,93.089493,178,340.36066
139,531210.219332,183528.451248,531294.100666,183550.806851,2.8008873,40,5,86.80928,91.286797,178,347.08197
140,531294.100666,183550.806851,531375.100124,183572.394391,1.9834378,40,3,83.826813,90.162529,178,351.40985
141,530912.566958,183677.466796,530942.320478,183662.126313,3.7738943,41,4,33.475399,85.450706,178,370.7869
142,530942.320478,183662.126313,531101.00503,183580.310867,1.4153167,41,4,178.53447,90.823494,178,348.85245
143,531101.00503,183580.310867,531204.529923,183526.934938,1.2796584,41,4,116.47486,91.615662,178,345.83606
144,531204.529923,183526.934938,531210.6055,183523.802459,2.8869476,41,3,6.8355722,81.8396,178,387.14755
145,531101.00503,183580.310867,531156.88079,183889.431752,3.9999998,42,5,314.13025,75.709969,178,418.49179
146,531156.88079,183889.431752,531157.130183,183890.811468,4,42,5,1.4020742,74.135941,178,427.37704
147,531029.291446,183888.25309,531030.230687,183855.631128,2,43,2,32.635479,67.696114,178,468.03278
148,531191.965639,183748.193874,531247.250971,183744.871861,2.372308,44,4,55.385048,78.48307,178,403.70493
149,531247.250971,183744.871861,531255.303728,183744.387983,3.6276922,44,4,8.0672827,75.27356,178,420.91803
150,531247.250971,183744.871861,531250.811287,183746.933134,2.6622484,45,4,4.1139636,73.309212,178,432.19672
151,531250.811287,183746.933134,531299.446867,183775.091082,1.9825487,45,4,56.198662,72.50071,178,437.01639
152,531299.446867,183775.091082,531311.29242,183781.949157,3.3552032,45,4,13.687597,69.527451,178,455.70493
153,531250.811287,183746.933134,531255.303728,183744.387983,3.7100596,46,4,5.1633153,70.2911,178,450.75409
154,531255.303728,183744.387983,531297.758244,183720.335774,0.85895824,46,4,48.794411,74.98735,178,422.5246
155,531297.758244,183720.335774,531302.825685,183717.464863,3.4309821,46,4,5.8241816,69.768394,178,454.13113
156,531294.100666,183550.806851,531302.825685,183717.464863,2.7051506,47,4,166.88625,71.014259,178,446.16394
157,531302.825685,183717.464863,531303.086878,183722.453957,3.2948494,47,4,4.9959264,70.061768,178,452.22952
158,530707.321114,183575.611283,530723.063265,183688.758214,0.98894149,48,2,114.23679,80.651146,178,392.85245
159,530723.063265,183688.758214,530730.767941,183744.135682,1.182127,48,3,55.910877,80.443024,178,393.86887
160,530723.063265,183688.758214,530804.10279,183678.914813,3.0480838,49,4,81.635147,81.618416,178,388.19672
161,530804.10279,183678.914813,530912.244928,183665.779416,2.0113289,49,4,108.93696,82.369759,178,384.65573
162,530912.244928,183665.779416,530942.320478,183662.126313,2.940587,49,4,30.296598,83.077888,178,381.37704
163,531140.793407,184138.095983,531154.133119,184099.625494,3.1072955,50,3,40.717644,62.470879,178,507.18033
164,531091.400795,184089.16428,531154.133119,184099.625494,1.1072954,51,1,63.598595,45.04554,178,703.37708
165,531060.553704,184121.39462,531060.782857,184116.994225,3.0436037,52,4,4.4063578,66.673241,178,475.2131
166,531060.782857,184116.994225,531065.497338,184026.462826,2.9563963,52,4,90.654068,67.521103,178,469.24591
167,530922.424921,184035.240495,531065.497338,184026.462826,3.0721309,53,4,143.34143,76.097488,178,416.36066
168,531065.497338,184026.462826,531206.527247,184017.810468,2.9278691,53,4,141.29507,76.768509,178,412.72131
169,531282.101437,184085.298468,531294.562642,184021.679734,4,54,4,64.827652,60.522453,178,523.50818
170,531268.479945,184016.651855,531294.562642,184021.679734,1.9948233,55,3,26.562881,46.457478,178,682
171,531294.562642,184021.679734,531317.354673,184026.073282,1.9981046,55,3,23.211634,46.810791,178,676.85248
172,531268.479945,184016.651855,531279.573531,183955.446867,1.9839985,56,2,62.202236,43.037411,178,736.19672
173,531279.573531,183955.446867,531304.31269,183959.573805,2.0713086,57,3,25.08102,52.737503,178,600.78687
174,531304.31269,183959.573805,531329.366877,183963.753297,1.9357636,57,3,25.400402,55.31868,178,572.75409
175,531317.354673,184026.073282,531329.366877,183963.753297,2.0160015,58,2,63.467106,43.933533,178,721.1803
176,530810.256885,183814.547701,530916.388132,183816.148133,4,59,4,106.14331,63.289146,178,500.62296
177,531139.683702,184338.865635,531374.160466,184412.387824,4,60,4,245.73332,73.920448,178,428.62296
