Ref,x1,y1,x2,y2,Angular Connectivity,Axial Line Ref,Connectivity,Segment Length,T4 Integration,T4 Node Count,T4 Total Depth
71,531206.527247,184017.810468,531222.022192,184069.648122,1.5069535,20,4,54.103935,137.75652,178,230
72,531222.022192,184069.648122,531224.447434,184077.761662,3.3471429,20,4,8.468255,116.91513,178,271
73,531103.958023,183944.145791,531183.34523,183940.256055,2,21,2,79.482445,78.039406,178,406
74,531275.708412,184523.127156,531297.510832,184441.573404,2,22,2,84.41777,63.368,178,500
75,531340.829339,184549.913463,531374.160466,184412.387824,2.0549963,23,3,141.50713,123.28405,178,257
76,531374.160466,184412.387824,531391.966563,184338.919115,2.0359912,23,4,75.595688,123.28405,178,257
77,531391.966563,184338.919115,531408.976546,184268.735201,2.0393751,23,4,72.215797,123.28405,178,257
78,531408.976546,184268.735201,531426.238998,184197.509594,2.9666958,23,5,73.287651,123.28405,178,257
79,531426.238998,184197.509594,531433.414157,184167.904584,4,23,6,30.462101,123.28405,178,257
80,531433.414157,184167.904584,531443.26017,184127.27952,2.9891434,23,4,41.801193,92.643272,178,342
81,531040.97912,184117.3203,531060.553704,184121.39462,3.0975204,24,4,19.99411,104.56766,178,303
82,531060.553704,184121.39462,531140.793407,184138.095983,1.8206327,24,4,81.959412,104.56766,178,303
83,531140.793407,184138.095983,531200.805668,184150.587138,3.081847,24,5,61.298454,104.56766,178,303
84,531200.805668,184150.587138,531426.238998,184197.509594,4,24,6,230.26486,104.56766,178,303
85,531426.238998,184197.509594,531437.346019,184199.821447,3.2086754,24,4,11.345068,104.56766,178,303
86,531379.770132,183732.449503,531382.423865,183753.991164,4,25,5,21.704504,117.34814,178,270
87,531382.423865,183753.991164,531401.51399,183908.955152,4,25,6,156.13542,117.34814,178,270
88,531401.51399,183908.955152,531402.048405,183913.293264,3.1397986,25,5,4.3709054,123.28405,178,257
89,531402.048405,183913.293264,531417.15255,184035.901078,1.8853738,25,4,123.53465,123.28405,178,257
90,531417.15255,184035.901078,531427.917161,184123.282742,2.9748278,25,5,88.042221,123.28405,178,257
91,531427.917161,184123.282742,531433.414157,184167.904584,4,25,6,44.959156,123.28405,178,257
92,531433.414157,184167.904584,531437.346019,184199.821447,3.2086754,25,4,32.158134,105.96655,178,299
93,531375.100124,183572.394391,531387.345888,183728.427727,1.5234891,26,3,156.51314,122.33205,178,259
94,531387.345888,183728.427727,531389.575254,183756.833909,2.5515666,26,4,28.49353,122.33205,178,259
95,531389.575254,183756.833909,531401.51399,183908.955152,2.7092693,26,5,152.589,122.33205,178,259
96,531401.51399,183908.955152,531401.85296,183913.274241,4,26,5,4.3323708,80.82653,178,392
97,531297.758244,183720.335774,531303.086878,183722.453957,3.2741685,27,4,5.734199,87.524864,178,362
98,531303.086878,183722.453957,531357.702997,183744.164384,2.7258315,27,5,58.77298,87.524864,178,362
99,531357.702997,183744.164384,531382.423865,183753.991164,4,27,6,26.602385,106.32215,178,298
100,531382.423865,183753.991164,531389.575254,183756.833909,4,27,5,7.6956849,106.32215,178,298
101,531299.446867,183775.091082,531311.820019,183768.52249,3.3356996,28,4,14.008615,85.632431,178,370
102,531311.820019,183768.52249,531357.702997,183744.164384,2.6643004,28,5,51.947716,102.87013,178,308
103,531357.702997,183744.164384,531379.770132,183732.449503,3.2326641,28,5,24.983932,106.32215,178,298
104,531379.770132,183732.449503,531387.345888,183728.427727,2.7673359,28,4,8.5771065,106.32215,178,298
105,531304.31269,183959.573805,531306.49671,183903.993471,4,29,5,55.623226,92.104652,178,344
106,531306.49671,183903.993471,531311.29242,183781.949157,2.6909027,29,5,122.1385,92.104652,178,344
107,531311.29242,183781.949157,531311.820019,183768.52249,3.3090973,29,4,13.437029,92.104652,178,344
108,531075.434914,183881.504842,531156.88079,183889.431752,2.9276934,30,4,81.830719,92.373177,178,343
109,531156.88079,183889.431752,531168.490957,183890.561739,2.7533221,30,5,11.665026,92.373177,178,343
110,531168.490957,183890.561739,531174.661661,183891.162317,3.2466779,30,5,6.1998625,92.373177,178,343
111,531174.661661,183891.162317,531180.045933,183891.686354,4,30,6,5.4097123,113.56272,178,279
112,531180.045933,183891.686354,531246.846002,183898.187827,3.0539846,30,5,67.115707,113.56272,178,279
113,531246.846002,183898.187827,531306.49671,183903.993471,2.9460154,30,5,59.932568,113.56272,178,279
114,531306.49671,183903.993471,531401.85296,183913.274241,3.1116269,30,5,95.806824,113.56272,178,279
115,531401.85296,183913.274241,531402.048405,183913.293264,2.8883731,30,4,0.19636907,113.56272,178,279
116,531056.009523,183972.375108,531073.801917,183889.143858,2.9463861,31,4,85.111755,70.565704,178,449
117,531073.801917,183889.143858,531075.434914,183881.504842,2.9276934,31,4,7.8116097,70.565704,178,449
118,530986.848212,183887.403694,531004.835486,183965.872851,2.7760887,32,3,80.504349,69.330414,178,457
119,531004.835486,183965.872851,531056.009523,183972.375108,1.7224751,33,2,51.585476,50.857143,178,623
120,530712.688736,183881.917068,530813.405101,183883.932657,4,34,5,100.73653,111.9576,178,283
121,530813.405101,183883.932657,530918.31369,183886.032144,4,34,6,104.9296,111.9576,178,283
122,530918.31369,183886.032144,530986.848212,183887.403694,2.8438091,34,5,68.548241,111.9576,178,283
123,530986.848212,183887.403694,531029.291446,183888.25309,2.1506054,34,4,42.451733,111.9576,178,283
124,531029.291446,183888.25309,531073.801917,183889.143858,3.0055857,34,5,44.519382,111.9576,178,283
125,531073.801917,183889.143858,531157.130183,183890.811468,3.1265831,34,5,83.344948,111.9576,178,283
126,531157.130183,183890.811468,531168.634422,183891.041697,2.8734171,34,5,11.506542,111.9576,178,283
127,531168.634422,183891.041697,531174.661661,183891.162317,4,34,6,6.0284462,111.9576,178,283
128,531174.661661,183891.162317,531180.080455,183891.270761,4,34,5,5.419879,98.09288,178,323
129,531246.846002,183898.187827,531247.100529,183877.364907,2,35,2,20.824474,69.635162,178,455
130,531380.713483,184038.933676,531417.15255,184035.901078,2.315361,36,3,36.565041,80.620865,178,393
131,531367.863502,184047.323233,531380.713483,184038.933676,0.87075675,37,2,15.346227,80.620865,178,393
132,531360.813158,184105.802482,531367.863502,184047.323233,2.5553956,38,3,58.902714,80.620865,178,393
133,531177.606206,183921.056404,531180.045933,183891.686354,4,39,5,29.471209,135.4017,178,234
134,531180.045933,183891.686354,531180.080455,183891.270761,3.0400231,39,5,0.41702437,135.4017,178,234
135,531180.080455,183891.270761,531191.965639,183748.193874,1.8690072,39,4,143.56969,135.4017,178,234
136,531191.965639,183748.193874,531210.219332,183528.451248,3.0909696,39,5,220.49948,135.4017,178,234
137,531210.219332,183528.451248,531210.6055,183523.802459,3.3558173,39,4,4.6648011,135.4017,178,234
138,531204.529923,183526.934938,531210.219332,183528.451248,4,40,5,5.8880019,99.949524,178,317
139,531210.219332,183528.451248,531294.100666,183550.806851,2.8008873,40,5,86.80928,99.949524,178,317
140,531294.100666,183550.806851,531375.100124,183572.394391,1.9834378,40,3,83.826813,99.949524,178,317
141,530912.566958,183677.466796,530942.320478,183662.126313,3.7738943,41,4,33.475399,91.837685,178,345
142,530942.320478,183662.126313,531101.00503,183580.310867,1.4153167,41,4,178.53447,100.58413,178,315
143,531101.00503,183580.310867,531204.529923,183526.934938,1.2796584,41,4,116.47486,100.58413,178,315
144,531204.529923,183526.934938,531210.6055,183523.802459,2.8869476,41,3,6.8355722,75.438095,178,420
145,531101.00503,183580.310867,531156.88079,183889.431752,3.9999998,42,5,314.13025,74.201408,178,427
146,531156.88079,183889.431752,531157.130183,183890.811468,4,42,5,1.4020742,74.201408,178,427
147,531029.291446,183888.25309,531030.230687,183855.631128,2,43,2,32.635479,69.02832,178,459
148,531191.965639,183748.193874,531247.250971,183744.871861,2.372308,44,4,55.385048,91.837685,178,345
149,531247.250971,183744.871861,531255.303728,183744.387983,3.6276922,44,4,8.0672827,87.043953,178,364
150,531247.250971,183744.871861,531250.811287,183746.933134,2.6622484,45,4,4.1139636,91.308357,178,347
151,531250.811287,183746.933134,531299.446867,183775.091082,1.9825487,45,4,56.198662,87.767311,178,361
152,531299.446867,183775.091082,531311.29242,183781.949157,3.3552032,45,4,13.687597,82.082901,178,386
153,531250.811287,183746.933134,531255.303728,183744.387983,3.7100596,46,4,5.1633153,87.524864,178,362
154,531255.303728,183744.387983,531297.758244,183720.335774,0.85895824,46,4,48.794411,88.011108,178,360
155,531297.758244,183720.335774,531302.825685,183717.464863,3.4309821,46,4,5.8241816,80.010101,178,396
156,531294.100666,183550.806851,531302.825685,183717.464863,2.7051506,47,4,166.88625,68.137634,178,465
157,531302.825685,183717.464863,531303.086878,183722.453957,3.2948494,47,4,4.9959264,68.137634,178,465
158,530707.321114,183575.611283,530723.063265,183688.758214,0.98894149,48,2,114.23679,89.756371,178,353
159,530723.063265,183688.758214,530730.767941,183744.135682,1.182127,48,3,55.910877,89.756371,178,353
160,530723.063265,183688.758214,530804.10279,183678.914813,3.0480838,49,4,81.635147,99.949524,178,317
161,530804.10279,183678.914813,530912.244928,183665.779416,2.0113289,49,4,108.93696,99.949524,178,317
162,530912.244928,183665.779416,530942.320478,183662.126313,2.940587,49,4,30.296598,99.949524,178,317
163,531140.793407,184138.095983,531154.133119,184099.625494,3.1072955,50,3,40.717644,66.423477,178,477
164,531091.400795,184089.16428,531154.133119,184099.625494,1.1072954,51,1,63.598595,48.520676,178,653
165,531060.553704,184121.39462,531060.782857,184116.994225,3.0436037,52,4,4.4063578,68.431969,178,463
166,531060.782857,184116.994225,531065.497338,184026.462826,2.9563963,52,4,90.654068,68.431969,178,463
167,530922.424921,184035.240495,531065.497338,184026.462826,3.0721309,53,4,143.34143,84.042442,178,377
168,531065.497338,184026.462826,531206.527247,184017.810468,2.9278691,53,4,141.29507,84.042442,178,377
169,531282.101437,184085.298468,531294.562642,184021.679734,4,54,4,64.827652,70.723213,178,448
170,531268.479945,184016.651855,531294.562642,184021.679734,1.9948233,55,3,26.562881,51.855972,178,611
171,531294.562642,184021.679734,531317.354673,184026.073282,1.9981046,55,3,23.211634,51.855972,178,611
172,531268.479945,184016.651855,531279.573531,183955.446867,1.9839985,56,2,62.202236,48.225266,178,657
173,531279.573531,183955.446867,531304.31269,183959.573805,2.0713086,57,3,25.08102,62.247543,178,509
174,531304.31269,183959.573805,531329.366877,183963.753297,1.9357636,57,3,25.400402,62.247543,178,509
175,531317.354673,184026.073282,531329.366877,183963.753297,2.0160015,58,2,63.467106,48.225266,178,657
176,530810.256885,183814.547701,530916.388132,183816.148133,4,59,4,106.14331,62.990059,178,503
177,531139.683702,184338.865635,531374.160466,184412.387824,4,60,4,245.73332,80.416245,178,394
