Ref,x,y,Connectivity,Isovist Area,Isovist Compactness,Isovist Drift Angle,Isovist Drift Magnitude,Isovist Max Radial,Isovist Min Radial,Isovist Occlusivity,Isovist Perimeter,Point First Moment,Point Second Moment
131115,0.78000000,7.38000000,46.00000000,0.15830173,0.28307363,18.63499832,0.07162182,0.41488728,0.07660284,0.85287058,2.65092874,9.00217342,2.12400007
131116,0.78000000,7.44000000,45.00000000,0.15754715,0.28029624,340.53424072,0.07279161,0.42014253,0.08697791,0.88585818,2.65767312,8.67906380,2.01959991
131117,0.78000000,7.50000000,47.00000000,0.16032763,0.28516889,312.48632812,0.09797056,0.47477821,0.02789186,0.80005312,2.65801883,9.82428265,2.46959996
131118,0.78000000,7.56000000,31.00000000,0.10118549,0.27042907,250.64286804,0.08683467,0.53202003,0.00851600,1.10851789,2.16838980,6.82004833,1.91880000
131119,0.78000000,7.62000000,56.00000000,0.20503637,0.13971841,353.90051270,0.24524269,1.16404974,0.04831838,2.36898470,4.29431152,21.18447876,12.81960011
131120,0.78000000,7.68000000,53.00000000,0.21363041,0.14671129,344.25576782,0.30486542,1.15650403,0.10132200,2.35899401,4.27764463,21.59004784,14.20199966
131121,0.78000000,7.74000000,50.00000000,0.18896569,0.13303907,326.13687134,0.27741215,1.16671515,0.04132200,2.42368579,4.22480631,19.56577301,11.72159958
196646,0.84000000,7.08000000,34.00000000,0.15113857,0.14385022,39.30973053,0.15896767,1.10645139,0.04469400,1.99528551,3.63360190,8.76250267,3.61439991
196647,0.84000000,7.14000000,46.00000000,0.19112809,0.14007886,4.19664717,0.31816188,1.34096646,0.10469400,2.28810310,4.14076805,19.16096115,14.50800037
196648,0.84000000,7.20000000,36.00000000,0.14550926,0.15683064,342.69757080,0.18512149,1.10430932,0.05911100,1.85152173,3.41456032,10.68726254,5.95800018
196650,0.84000000,7.32000000,36.00000000,0.12564035,0.39769119,75.77098846,0.13115044,0.49847242,0.01612800,0.51986730,1.99249160,7.15860605,1.74600005
196651,0.84000000,7.38000000,35.00000000,0.13052997,0.29034269,64.39384460,0.05751153,0.44352689,0.07612800,0.78882420,2.37686563,5.93245077,1.23479998
196652,0.84000000,7.44000000,38.00000000,0.13209738,0.27741846,300.32546997,0.04468275,0.44658035,0.08656000,0.82856089,2.44615722,6.84849834,1.52639997
196653,0.84000000,7.50000000,35.00000000,0.12691890,0.38640952,284.32446289,0.12252004,0.50159472,0.02656000,0.53205663,2.03162789,6.91121960,1.68480003
196655,0.84000000,7.62000000,38.00000000,0.15654500,0.17399108,13.65279293,0.26942453,1.10539579,0.04756200,1.82380319,3.36249042,13.44343281,8.03880024
196656,0.84000000,7.68000000,46.00000000,0.18261857,0.17449239,356.16372681,0.29556057,1.09677434,0.10132200,1.88505137,3.62651229,17.84958649,11.87279987
196657,0.84000000,7.74000000,41.00000000,0.16037987,0.15389366,332.74234009,0.21615706,1.10737073,0.04132200,1.93716633,3.61884093,13.13754749,6.88679981
262149,0.90000000,5.10000000,80.00000000,0.26430413,0.25810632,33.32135773,0.39122474,1.03426194,0.00265400,1.59317756,3.58721638,32.73764801,16.26840019
262150,0.90000000,5.16000000,91.00000000,0.29370725,0.16007774,17.93570900,0.44821069,1.65541291,0.00265400,2.72707582,4.80171967,45.30130386,34.53839874
262151,0.90000000,5.22000000,90.00000000,0.30706146,0.17182544,7.84226370,0.47966093,1.65362132,0.00265400,2.55713034,4.73885965,43.33089828,33.15599823
262152,0.90000000,5.28000000,80.00000000,0.26494029,0.18821645,1.54101908,0.35290399,1.31708586,0.00265400,2.22023535,4.20581484,29.51815224,14.76360035
262153,0.90000000,5.34000000,75.00000000,0.25008851,0.24741848,350.79623413,0.32520196,1.04258549,0.00265400,1.64027691,3.56398392,26.04678535,11.62800026
262154,0.90000000,5.40000000,74.00000000,0.24152780,0.28973326,339.57562256,0.32839170,1.06641281,0.00265400,1.33934307,3.23660207,26.83385849,12.25080013
262155,0.90000000,5.46000000,72.00000000,0.23570892,0.27838123,329.61453247,0.34153631,1.09688878,0.00265400,1.38399303,3.26191735,27.13816833,12.18599987
262172,0.90000000,6.48000000,25.00000000,0.09808294,0.14700301,26.23689842,0.34037831,1.00652003,0.02251600,1.83557868,2.89559984,9.63487339,5.95440006
262173,0.90000000,6.54000000,19.00000000,0.06830215,0.22094227,17.45599365,0.13743399,0.53197199,0.02251600,0.87508029,1.97098231,3.63952994,0.98280001
262174,0.90000000,6.60000000,16.00000000,0.05775508,0.29614654,342.35427856,0.10594938,0.32735631,0.02251600,0.59747380,1.56547689,2.32923174,0.42120001
262175,0.90000000,6.66000000,13.00000000,0.04875405,0.47628084,307.42959595,0.14195842,0.35623804,0.00359600,0.28435037,1.13417149,1.95361757,0.34200001
262176,0.90000000,6.72000000,7.00000000,0.03626079,0.32117552,20.40404320,0.11019702,0.34445280,0.02251600,0.41441303,1.19111121,0.89613986,0.14399999
262177,0.90000000,6.78000000,10.00000000,0.05123203,0.18482146,341.97647095,0.15408781,0.50560629,0.02251600,0.95838398,1.86637771,1.69534993,0.36359999
262182,0.90000000,7.08000000,31.00000000,0.13540842,0.13724144,63.08642960,0.09302973,1.04835880,0.04469400,1.93803036,3.52115488,6.31249905,1.66680002
262183,0.90000000,7.14000000,44.00000000,0.18362160,0.14930737,2.01422000,0.28605989,1.28099632,0.10469400,2.16713238,3.93120956,17.47346306,12.61079979
262184,0.90000000,7.20000000,32.00000000,0.13729961,0.17745326,329.15734863,0.11639486,1.04587388,0.05911100,1.60807014,3.11815429,7.67842054,3.08520007
262186,0.90000000,7.32000000,34.00000000,0.11839153,0.39513245,99.86178589,0.11400978,0.52390087,0.01612800,0.48881337,1.94041181,6.58114243,1.58039999
262187,0.90000000,7.38000000,32.00000000,0.11533222,0.42187783,108.71045685,0.04494856,0.41100261,0.07612800,0.41647026,1.85347569,5.02270794,0.95400000
262188,0.90000000,7.44000000,31.00000000,0.11490797,0.42618409,246.01129150,0.03367078,0.39272383,0.08656000,0.40571132,1.84069312,4.63852072,0.80640000
262189,0.90000000,7.50000000,34.00000000,0.11796729,0.40053961,259.36373901,0.10204173,0.50353217,0.02656000,0.47423884,1.92381358,6.58114243,1.58039999
262191,0.90000000,7.62000000,38.00000000,0.15244952,0.19759193,18.94429016,0.20656045,1.04712141,0.04756200,1.60363352,3.11374736,12.62071133,7.01280022
262192,0.90000000,7.68000000,41.00000000,0.17614014,0.19132383,358.28649902,0.26350585,1.03712428,0.10132200,1.75086677,3.40133643,15.39915657,9.92520046
262193,0.90000000,7.74000000,36.00000000,0.14514628,0.15052649,326.09823608,0.14976060,1.04810095,0.04132200,1.84030843,3.48097897,9.48387241,3.86640000
327685,0.96000000,5.10000000,82.00000000,0.27201542,0.22223367,40.74530029,0.35273376,0.99852097,0.00395300,1.86503732,3.92190218,31.09652328,14.74199963
327686,0.96000000,5.16000000,93.00000000,0.29927707,0.15231936,22.47734261,0.38998991,1.59555745,0.06265400,2.83676815,4.96894407,42.51575089,30.87000084
327687,0.96000000,5.22000000,92.00000000,0.31351647,0.15064777,9.94922924,0.42095315,1.59366655,0.06265400,2.88110971,5.11391783,40.63651276,29.82239914
327688,0.96000000,5.28000000,79.00000000,0.26812309,0.18132728,3.07252240,0.28903535,1.25754333,0.06265400,2.28666496,4.31062746,25.27159882,11.44799995
327689,0.96000000,5.34000000,78.00000000,0.25280929,0.23947041,349.43969727,0.26468787,0.98610884,0.06265400,1.68977082,3.64229846,24.21743011,9.89280033
327690,0.96000000,5.40000000,77.00000000,0.24208617,0.23508553,335.28936768,0.26947942,1.01282120,0.06265400,1.68249536,3.59730244,25.10808182,10.59119987
327691,0.96000000,5.46000000,72.00000000,0.23517020,0.44538489,323.33547974,0.28933302,0.79429120,0.03659600,0.69287968,2.57589602,24.31167793,9.95040035
327708,0.96000000,6.48000000,17.00000000,0.07016135,0.19630399,56.97073746,0.14069091,0.58692831,0.04795800,1.09081507,2.11928487,2.94843268,0.67320001
327709,0.96000000,6.54000000,24.00000000,0.08665501,0.08388001,21.44392395,0.19049877,1.28073323,0.08251600,2.39521170,3.60306859,5.55511475,2.25359988
327710,0.96000000,6.60000000,18.00000000,0.06580833,0.33301604,352.07049561,0.03574690,0.27238518,0.06385370,0.51500976,1.57584238,2.16292715,0.30960000
327711,0.96000000,6.66000000,17.00000000,0.06780550,0.35138488,301.13165283,0.05310420,0.25391805,0.00676577,0.42551062,1.55720520,2.03593516,0.28080001
327712,0.96000000,6.72000000,14.00000000,0.06151984,0.28894553,302.17541504,0.07251379,0.30891639,0.03646122,0.59833324,1.63570333,1.87148988,0.31320000
327713,0.96000000,6.78000000,15.00000000,0.06706055,0.20851666,309.28921509,0.12364293,0.45921043,0.05156300,0.96024048,2.01033354,2.47276974,0.51480001
327718,0.96000000,7.08000000,31.00000000,0.13070214,0.29482123,100.27074432,0.07813527,0.49387768,0.04469400,0.85043097,2.36029840,6.45135498,1.68840003
327719,0.96000000,7.14000000,42.00000000,0.18410280,0.17055272,1.84109211,0.23808382,1.22103024,0.10469400,1.93086588,3.68303466,16.19852829,11.06639957
327720,0.96000000,7.20000000,29.00000000,0.12862223,0.36190277,263.03225708,0.05827559,0.49315655,0.05911100,0.60943639,2.11332846,5.60568905,1.35360003
327722,0.96000000,7.32000000,32.00000000,0.11337317,0.44950867,125.09547424,0.12462009,0.48348674,0.01612800,0.39049730,1.78029120,6.22177839,1.48679996
327723,0.96000000,7.38000000,31.00000000,0.11148106,0.46803665,151.65904236,0.07755201,0.40625393,0.07612800,0.34730062,1.73007739,5.09770632,1.03680003
327724,0.96000000,7.44000000,31.00000000,0.11125451,0.47093657,200.76460266,0.07255539,0.39430654,0.08656000,0.34105253,1.72298920,5.09770632,1.03680003
327725,0.96000000,7.50000000,31.00000000,0.11314663,0.45350203,231.87005615,0.11539279,0.46918514,0.02656000,0.38171011,1.77066386,5.75316334,1.26719999
327727,0.96000000,7.62000000,36.00000000,0.14663248,0.19359675,31.75629425,0.13010192,0.98788100,0.04756200,1.50390041,3.08511233,10.93198967,5.50080013
327728,0.96000000,7.68000000,43.00000000,0.17803173,0.22197689,358.25189209,0.21523468,0.97759116,0.10132200,1.52673435,3.17467856,15.81974125,9.44639969
327729,0.96000000,7.74000000,31.00000000,0.13156931,0.15941451,285.84732056,0.07923409,0.91021013,0.04132200,1.69546640,3.22046280,6.80789137,2.00519991
393221,1.02000000,5.10000000,88.00000000,0.28893191,0.20323767,51.94945908,0.33907777,1.10879576,0.00395300,2.06468034,4.22669172,33.50370407,16.78319931
393222,1.02000000,5.16000000,96.00000000,0.31279296,0.13767828,31.17044640,0.34166729,1.53571856,0.06395300,3.12492871,5.34319067,40.85511398,27.41040039
393223,1.02000000,5.22000000,96.00000000,0.32711291,0.13550363,14.46469593,0.36422050,1.53371704,0.12265400,3.17785144,5.50780153,39.74020767,27.70560074
393224,1.02000000,5.28000000,81.00000000,0.27572969,0.16907957,7.58662558,0.22577016,1.19807065,0.12265400,2.42278624,4.52690220,23.39509201,9.67319965
393225,1.02000000,5.34000000,79.00000000,0.25882387,0.22513588,348.73803711,0.20361210,0.93055981,0.12265400,1.78919446,3.80088496,22.00840759,8.16479969
393226,1.02000000,5.40000000,75.00000000,0.24449953,0.22402415,329.33258057,0.21095404,0.96087164,0.09659600,1.75230062,3.70336509,21.16810799,7.68240023
393227,1.02000000,5.46000000,71.00000000,0.23661928,0.43842235,314.88601685,0.24610345,0.76554686,0.03659600,0.71077734,2.60425591,21.46588135,7.83360004
393229,1.02000000,5.58000000,91.00000000,0.35393214,0.28473547,69.88130188,0.44381440,1.25598156,0.03720500,1.29883611,3.95224762,43.34988785,25.81920052
393230,1.02000000,5.64000000,94.00000000,0.36799634,0.26650244,64.52817535,0.36976328,1.20181751,0.03720500,1.42701840,4.16558599,40.50537109,22.15080070
393231,1.02000000,5.70000000,100.00000000,0.38844088,0.12930194,54.97552872,0.29567096,1.84230757,0.03720500,3.30073214,6.14419365,40.95536804,21.25799942
393232,1.02000000,5.76000000,106.00000000,0.40629810,0.11338934,42.83970261,0.24112101,1.74826503,0.03720500,3.79768467,6.71028900,43.21392059,22.84560013
393233,1.02000000,5.82000000,112.00000000,0.42145273,0.10964449,31.28728294,0.21919620,1.65449595,0.03720500,3.94937253,6.95001841,46.60991287,26.50320053
393234,1.02000000,5.88000000,116.00000000,0.43414527,0.11128724,18.96389008,0.21660700,1.56104946,0.03720500,4.01788473,7.00163984,48.33191681,27.47879982
393235,1.02000000,5.94000000,223.00000000,0.66565561,0.05070939,1.34353030,0.97398460,3.98828053,0.03720500,9.04282379,12.84356403,300.79418945,724.28039551
393236,1.02000000,6.00000000,224.00000000,0.66164678,0.05114417,357.26437378,0.97876698,3.98823285,0.03720500,8.99575138,12.75028801,301.49008179,724.49279785
393237,1.02000000,6.06000000,108.00000000,0.41623065,0.15766920,326.88436890,0.23612939,1.01984334,0.03720500,2.85180712,5.75968218,41.80269241,21.42720032
393238,1.02000000,6.12000000,102.00000000,0.38855499,0.17719090,309.83651733,0.26564428,1.07268989,0.03720500,2.41203308,5.24940968,39.03260803,19.90800095
393239,1.02000000,6.18000000,97.00000000,0.37654307,0.26045015,300.77169800,0.30987331,1.12704909,0.03720500,1.55286014,4.26235867,38.41374969,20.68919945
393240,1.02000000,6.24000000,97.00000000,0.37340757,0.33939642,295.57656860,0.36289519,1.18250382,0.03720500,1.07648456,3.71828651,41.44226074,23.90760040
393241,1.02000000,6.30000000,95.00000000,0.37140211,0.35537708,291.86398315,0.41856703,1.23877370,0.03720500,1.03482342,3.62395191,44.43724823,27.76320076
393242,1.02000000,6.36000000,95.00000000,0.36962879,0.36887294,289.05322266,0.47563803,1.29566479,0.03720500,1.00572312,3.54853773,48.82481766,32.66640091
393244,1.02000000,6.48000000,15.00000000,0.05731068,0.36407065,112.16331482,0.11520194,0.36936340,0.04795800,0.49619147,1.40646803,2.27684236,0.41400000
393245,1.02000000,6.54000000,27.00000000,0.10632419,0.14868526,25.40312386,0.21266170,0.88806099,0.05295424,1.77925003,2.99769211,7.84675217,3.99959993
393246,1.02000000,6.60000000,16.00000000,0.06166054,0.32615718,195.86904907,0.04186244,0.27190483,0.05184600,0.52996063,1.54132819,1.92115414,0.26280001
393247,1.02000000,6.66000000,12.00000000,0.04608713,0.70595539,248.72038269,0.11969248,0.26884133,0.00359600,0.11030028,0.90574545,1.60312045,0.24120000
393248,1.02000000,6.72000000,11.00000000,0.04336454,0.30382100,195.78015137,0.05837363,0.32129523,0.03600800,0.49402601,1.33925545,1.41725349,0.22679999
393249,1.02000000,6.78000000,21.00000000,0.08620895,0.08080316,335.20370483,0.23407117,1.22681260,0.05156300,2.54849005,3.66156673,8.31491089,6.15600014
393254,1.02000000,7.08000000,30.00000000,0.12929586,0.29741424,131.54089355,0.10301210,0.46634623,0.04469400,0.84003377,2.33731008,6.53448200,1.76400006
393255,1.02000000,7.14000000,44.00000000,0.18821114,0.17274000,2.33997345,0.18635021,1.16106915,0.10469400,1.92897904,3.70025086,17.13909149,10.95839977
393256,1.02000000,7.20000000,29.00000000,0.12775892,0.38674939,220.52951050,0.09126335,0.42873189,0.05911100,0.52626532,2.03744435,6.07937622,1.57319999
393258,1.02000000,7.32000000,31.00000000,0.11108093,0.47723910,142.54020691,0.16105516,0.49432191,0.01612800,0.34702945,1.71023846,6.61989212,1.72800004
393259,1.02000000,7.38000000,31.00000000,0.11048102,0.62261993,164.20985413,0.13170826,0.39688209,0.07612800,0.13187715,1.49326634,6.00907755,1.49759996
393260,1.02000000,7.44000000,31.00000000,0.11048102,0.62304032,191.25573730,0.12922375,0.39314935,0.08656000,0.13137327,1.49276245,6.00907755,1.49759996
393261,1.02000000,7.50000000,32.00000000,0.11094390,0.48015368,214.31446838,0.15447707,0.48341441,0.02656000,0.34119457,1.70398796,7.08850718,1.94760001
393263,1.02000000,7.62000000,31.00000000,0.13144384,0.18353529,109.01435852,0.06965388,0.90466177,0.04756200,1.38547850,2.99995852,7.05613804,2.11680007
393264,1.02000000,7.68000000,43.00000000,0.18319514,0.22446826,357.63073730,0.16582488,0.91823894,0.10132200,1.52775621,3.20246530,15.32364368,8.39519978
393265,1.02000000,7.74000000,30.00000000,0.12834771,0.35505393,238.58776855,0.09033957,0.46813241,0.04132200,0.64390188,2.13133550,6.58433914,1.79639995
458757,1.08000000,5.10000000,96.00000000,0.33041692,0.18350826,67.50941467,0.39730933,1.34501350,0.00395300,2.39136338,4.75672722,40.60129547,25.17840004
458758,1.08000000,5.16000000,106.00000000,0.35281062,0.12068562,50.46288681,0.34658951,1.47589898,0.06395300,3.57237673,6.06105185,46.38515472,31.04640007
458759,1.08000000,5.22000000,106.00000000,0.36585209,0.11787035,29.11678314,0.32644776,1.47377348,0.12395300,3.61470866,6.24533033,44.24412155,30.00600052
458760,1.08000000,5.28000000,91.00000000,0.30321479,0.17560212,28.07593536,0.18237583,0.94485611,0.18265399,2.33975077,4.65816879,27.01309013,11.20320034
458761,1.08000000,5.34000000,85.00000000,0.27950174,0.18854743,358.64526367,0.14213949,0.87633091,0.15659600,2.14752293,4.31605387,23.02655602,8.24040031
458762,1.08000000,5.40000000,76.00000000,0.25529337,0.29872790,323.40634155,0.14976260,0.68009162,0.09659600,1.21361601,3.27707815,19.08142853,5.80319977
458763,1.08000000,5.46000000,75.00000000,0.24092311,0.34057978,303.87164307,0.20888856,0.72874320,0.03659600,1.04714262,2.98149943,21.57253456,7.52759981
458765,1.08000000,5.58000000,96.00000000,0.36771828,0.26614970,76.02284241,0.40729055,1.24942279,0.05570900,1.44296443,4.16677046,44.04328918,26.25839996
458766,1.08000000,5.64000000,107.00000000,0.40962887,0.18939045,64.71353149,0.28022543,1.18982255,0.09720500,2.32484508,5.21340132,46.63488007,26.42399979
458767,1.08000000,5.70000000,106.00000000,0.41043162,0.21212094,59.26292801,0.22370136,1.13026750,0.09720500,2.05746102,4.93098402,42.27201843,22.10759926
458768,1.08000000,5.76000000,107.00000000,0.40343085,0.20740250,54.08649826,0.18276778,1.07076538,0.09720500,2.09234524,4.94404602,39.94696426,19.58040047
458769,1.08000000,5.82000000,103.00000000,0.40214646,0.18907140,44.55802917,0.15079111,1.01132667,0.09720500,2.26886630,5.16992378,35.41400909,15.86880016
458770,1.08000000,5.88000000,109.00000000,0.42215133,0.18236931,22.32032394,0.14377387,0.94914526,0.09720500,2.41657639,5.39340639,38.04235840,17.36280060
458771,1.08000000,5.94000000,223.00000000,0.66537732,0.06066165,0.61590302,0.91525769,3.92829180,0.09720500,7.93809128,11.74037075,289.69946289,689.12640381
458772,1.08000000,6.00000000,224.00000000,0.66843790,0.04914923,357.03442383,0.91350007,3.92824316,0.09720500,9.24580956,13.07305622,291.07287598,690.66357422
458773,1.08000000,6.06000000,112.00000000,0.42793292,0.12378414,322.57394409,0.16797279,1.40983951,0.09720500,3.53998709,6.59113598,42.29165268,22.46039963
458774,1.08000000,6.12000000,107.00000000,0.40557849,0.13551120,303.85784912,0.19183896,1.30506301,0.09720500,3.19524264,6.13274336,40.93088913,22.37039948
458775,1.08000000,6.18000000,105.00000000,0.39646938,0.16757818,294.25646973,0.24506751,1.20088375,0.09720500,2.63590074,5.45256758,41.78563690,23.66279984
458776,1.08000000,6.24000000,99.00000000,0.38265297,0.21931858,287.22332764,0.32660279,1.16255724,0.09720500,1.96181548,4.68241358,40.97061157,24.20999908
458777,1.08000000,6.30000000,97.00000000,0.37404954,0.34383181,283.68496704,0.39871240,1.22073698,0.09720500,1.06078172,3.69740033,43.95406342,28.02960014
458778,1.08000000,6.36000000,95.00000000,0.37124476,0.36652350,281.77899170,0.45962787,1.27922368,0.05633000,1.00495422,3.56766582,47.19939041,31.71599960
458781,1.08000000,6.54000000,30.00000000,0.10405004,0.15377438,32.95911026,0.17509988,0.81735802,0.01077700,1.86903214,2.91597700,8.37633801,3.72600007
458785,1.08000000,6.78000000,23.00000000,0.09608831,0.10067423,343.32858276,0.30466807,1.16178882,0.01802300,2.43742728,3.46322775,9.62978363,6.08039999
458790,1.08000000,7.08000000,28.00000000,0.12704811,0.32606170,147.94567871,0.15606727,0.46473208,0.04469400,0.72754085,2.21278453,6.87446213,2.06999993
458791,1.08000000,7.14000000,47.00000000,0.19632719,0.17427905,3.31497288,0.13767922,1.10111392,0.06347959,1.93774033,3.76246572,18.36944389,10.83600044
458792,1.08000000,7.20000000,27.00000000,0.12298597,0.30352432,202.71235657,0.15676196,0.45936835,0.05911100,0.76611596,2.25650334,6.44635868,1.89359999
458794,1.08000000,7.32000000,31.00000000,0.11013670,0.63095933,152.61044312,0.20980741,0.47598550,0.01612800,0.13134041,1.48105180,7.88915539,2.41919994
458795,1.08000000,7.38000000,31.00000000,0.11013670,0.63471085,169.15200806,0.18967739,0.45318317,0.05978300,0.12695700,1.47666848,7.35054255,2.18880010
458796,1.08000000,7.44000000,31.00000000,0.11013670,0.63501489,187.68070984,0.18797430,0.44991776,0.05978300,0.12660345,1.47631490,7.35054255,2.18880010
458797,1.08000000,7.50000000,31.00000000,0.11013670,0.63185096,204.76641846,0.20515758,0.47155207,0.02656000,0.13029508,1.48000658,7.88915539,2.41919994
458799,1.08000000,7.62000000,28.00000000,0.12116253,0.38863960,152.99494934,0.14155117,0.45817024,0.04756200,0.46654621,1.97931802,6.56601954,1.90439999
458800,1.08000000,7.68000000,48.00000000,0.19331270,0.22497277,356.27044678,0.12071927,0.85918391,0.06511535,1.54322970,3.28601980,16.83477783,8.31960011
458801,1.08000000,7.74000000,32.00000000,0.12859029,0.32640937,220.01493835,0.13605593,0.48147431,0.04132200,0.73034251,2.22498822,8.06240177,2.45880008
524293,1.14000000,5.10000000,111.00000000,0.38217574,0.14878930,81.01542664,0.49573264,1.72355068,0.00395300,3.34660316,5.68133783,59.24015427,50.79600143
524294,1.14000000,5.16000000,121.00000000,0.41685399,0.10715426,72.26953888,0.43004534,1.66361034,0.06395300,4.44122314,6.99185133,62.96975327,52.12799835
524295,1.14000000,5.22000000,129.00000000,0.45478097,0.10760485,58.80815887,0.37827650,1.60367477,0.12395300,4.46827507,7.28769445,68.01834106,57.12120056
524296,1.14000000,5.28000000,121.00000000,0.41035435,0.14232679,72.28060913,0.31624714,1.54374433,0.18395300,3.32019329,6.01923275,54.60052109,39.98519897
524297,1.14000000,5.34000000,120.00000000,0.40152004,0.13506858,70.64276886,0.25591305,1.48381996,0.15659600,3.35339761,6.11197233,51.82098770,35.63280106
524298,1.14000000,5.40000000,113.00000000,0.38484025,0.20404908,61.59127045,0.16960105,1.15915322,0.09659600,2.04621482,4.86830568,41.55378342,21.40920067
524299,1.14000000,5.46000000,102.00000000,0.34809104,0.21021548,11.27304268,0.08488395,0.98048401,0.03659600,1.85347080,4.56161880,33.44426727,14.12639999
524301,1.14000000,5.58000000,122.00000000,0.45044333,0.20171510,76.33425140,0.26360196,1.24419904,0.05570900,2.23892140,5.29731512,55.41840744,32.51520157
524302,1.14000000,5.64000000,113.00000000,0.42553514,0.22042106,78.57015228,0.23846725,1.18431938,0.11570900,2.01895285,4.92545223,47.58223724,26.58959961
524303,1.14000000,5.70000000,106.00000000,0.40930060,0.25812876,79.14313507,0.20718358,1.12445331,0.15720500,1.60787451,4.46383286,40.83195496,21.31200027
524304,1.14000000,5.76000000,104.00000000,0.40408444,0.25531238,76.34580994,0.15797874,1.06460333,0.15720500,1.61290991,4.45969391,37.41974640,18.39959908
524305,1.14000000,5.82000000,104.00000000,0.40165842,0.20415083,69.77289581,0.10679150,1.00477266,0.15720500,2.10431790,4.97230530,35.25284195,16.28280067
