Ref,x,y,Connectivity,Point First Moment,Point Second Moment,Visual Entropy R3,Visual Integration [HH] R3,Visual Integration [P-value] R3,Visual Integration [Tekl] R3,Visual Mean Depth R3,Visual Node Count R3,Visual Relativised Entropy R3
2424845,2.8800000,5.5800000,84.0000000,31.4410801,14.1443996,1.1374092,4.9455838,0.6167338,0.8496251,2.6099529,1488.0000000,2.8440337
2424846,2.8800000,5.6400000,67.0000000,27.1166401,13.3920002,1.0200719,4.5246372,0.5882830,0.8398299,2.6851063,1176.0000000,3.0063381
2424847,2.8800000,5.7000000,87.0000000,34.2254295,16.6860008,1.2325592,5.1990476,0.6533415,0.8551703,2.5193253,1424.0000000,2.6926920
2424848,2.8800000,5.7600000,106.0000000,40.6166344,19.0079994,1.2153822,5.1154356,0.6381394,0.8533302,2.5559299,1485.0000000,2.7381718
2424849,2.8800000,5.8200000,116.0000000,44.2518806,20.5344009,1.1930704,5.0320716,0.6287027,0.8515286,2.5791979,1472.0000000,2.7784493
2424850,2.8800000,5.8800000,128.0000000,55.5039368,31.8276005,1.2765542,5.2829885,0.6584249,0.8568888,2.5080428,1493.0000000,2.6513672
2424851,2.8800000,5.9400000,253.0000000,197.8775024,228.6936035,1.4556665,6.4426050,0.7839260,0.8788590,2.2676384,1716.0000000,2.3187976
2424852,2.8800000,6.0000000,250.0000000,196.5226746,225.6336060,1.4529040,6.4337268,0.7828457,0.8787014,2.2693877,1716.0000000,2.3222654
2424853,2.8800000,6.0600000,136.0000000,70.1382828,49.4063988,1.2852122,5.2971144,0.6601854,0.8571854,2.5040214,1493.0000000,2.6422217
2424854,2.8800000,6.1200000,132.0000000,71.7657242,53.4564018,1.2131132,5.0747728,0.6338127,0.8524566,2.5664856,1475.0000000,2.7547519
2424855,2.8800000,6.1800000,131.0000000,76.8676834,60.9623985,1.2015582,5.0469732,0.6304898,0.8518532,2.5747283,1473.0000000,2.7713332
2424856,2.8800000,6.2400000,128.0000000,82.0087280,69.5016022,1.1718391,4.9783468,0.6225822,0.8503533,2.5946684,1464.0000000,2.8129911
2424858,2.8800000,6.3600000,47.0000000,15.4136543,6.3000002,1.1424000,4.8520770,0.6283740,0.8476152,2.5778518,1202.0000000,2.8117802
2424859,2.8800000,6.4200000,51.0000000,16.8838711,6.8112001,1.1291866,4.4013405,0.6103432,0.8366977,2.6192770,831.0000000,2.8600328
2424861,2.8800000,6.5400000,114.0000000,57.6206093,44.2476006,1.2881767,5.2071195,0.6634334,0.8554567,2.4954407,1317.0000000,2.6315589
2424862,2.8800000,6.6000000,135.0000000,77.7868652,72.6047974,1.3016019,5.3821955,0.6697011,0.8589436,2.4827356,1507.0000000,2.6106899
2424863,2.8800000,6.6600000,201.0000000,157.5408630,185.5619965,1.3999007,6.0343561,0.7335245,0.8714172,2.3547826,1726.0000000,2.4306662
2424864,2.8800000,6.7200000,169.0000000,120.6059113,135.9864044,1.3630874,5.9478240,0.7230058,0.8697976,2.3744926,1726.0000000,2.4747281
2424865,2.8800000,6.7800000,122.0000000,65.4373093,57.8916016,1.3202932,5.3598313,0.6806188,0.8586900,2.4578671,1342.0000000,2.5752614
2424866,2.8800000,6.8400000,105.0000000,47.3720512,31.8672009,1.2868242,5.2735128,0.6696577,0.8568543,2.4817300,1342.0000000,2.6200681
2424867,2.8800000,6.9000000,44.0000000,11.3010101,3.5100000,0.9162340,4.0652804,0.5695077,0.8275224,2.7344346,788.0000000,3.1374290
2424868,2.8800000,6.9600000,44.0000000,10.2540731,3.0239999,0.9162340,4.0652804,0.5695077,0.8275224,2.7344346,788.0000000,3.1374290
2424869,2.8800000,7.0200000,48.0000000,11.8647900,3.9275999,1.0808964,4.6536541,0.6048719,0.8429520,2.6389124,1178.0000000,2.9116344
2424870,2.8800000,7.0800000,48.0000000,12.6361647,4.4784002,1.0690098,4.6230888,0.6014535,0.8422181,2.6481640,1172.0000000,2.9291360
2424871,2.8800000,7.1400000,50.0000000,14.7972469,5.6016002,1.0989298,4.6899581,0.6094972,0.8438186,2.6264856,1179.0000000,2.8867924
2490368,2.9400000,4.8000000,16.0000000,4.0480022,1.4579999,0.8689471,4.2534003,0.5660501,0.8328846,2.7495165,1035.0000000,3.1761506
2490369,2.9400000,4.8600000,12.0000000,1.9087535,0.4104000,0.7799765,3.9295242,0.5506240,0.8236454,2.7938931,787.0000000,3.2885213
2490370,2.9400000,4.9200000,67.0000000,40.4076920,33.8328018,1.0765035,4.8193979,0.6027763,0.8468099,2.6470587,1463.0000000,2.9229920
2490371,2.9400000,4.9800000,61.0000000,28.2880592,19.0799999,1.0649287,4.8054285,0.6010291,0.8464943,2.6518469,1463.0000000,2.9357090
2490372,2.9400000,5.0400000,45.0000000,13.2128735,5.1012001,0.9570743,4.4340463,0.5774844,0.8375912,2.7164948,1165.0000000,3.0795002
2490373,2.9400000,5.1000000,41.0000000,12.5321426,5.0219998,0.9802455,4.4476237,0.5820906,0.8379111,2.7025595,1134.0000000,3.0474718
2490374,2.9400000,5.1600000,166.0000000,97.2130737,77.8644028,1.3760997,5.8931255,0.7261871,0.8689903,2.3678594,1594.0000000,2.4592993
2490375,2.9400000,5.2200000,178.0000000,94.8814087,70.8119965,1.3925008,5.9753933,0.7363246,0.8705604,2.3490269,1594.0000000,2.4316711
2490376,2.9400000,5.2800000,197.0000000,98.6016312,67.4604034,1.4107815,5.9915385,0.7371241,0.8708360,2.3476367,1609.0000000,2.4167938
2490377,2.9400000,5.3400000,204.0000000,100.6905060,67.0823975,1.4024502,6.4875689,0.7946247,0.8798285,2.2503030,1651.0000000,2.3478100
2490378,2.9400000,5.4000000,194.0000000,96.2060471,65.6460037,1.3839421,6.4519520,0.7860034,0.8790551,2.2642395,1704.0000000,2.3737876
2490379,2.9400000,5.4600000,175.0000000,82.4670105,51.7140007,1.3866546,6.0626397,0.7453941,0.8721626,2.3327138,1615.0000000,2.4235330
2490380,2.9400000,5.5200000,151.0000000,67.1528091,38.8548012,1.3439652,5.6895986,0.6999772,0.8650128,2.4191542,1609.0000000,2.5251629
2490381,2.9400000,5.5800000,149.0000000,64.5272293,35.5643997,1.3181000,5.4914775,0.6771336,0.8610893,2.4669187,1588.0000000,2.5849984
2490382,2.9400000,5.6400000,154.0000000,65.5859985,35.2655983,1.3256985,5.5127897,0.6797615,0.8615198,2.4612477,1588.0000000,2.5747435
2490383,2.9400000,5.7000000,152.0000000,65.0911407,35.5211983,1.3389835,5.6070876,0.6913890,0.8634096,2.4366729,1588.0000000,2.5435405
2490384,2.9400000,5.7600000,152.0000000,65.7910995,36.7631989,1.3389835,5.6070876,0.6913890,0.8634096,2.4366729,1588.0000000,2.5435405
2490385,2.9400000,5.8200000,150.0000000,64.9670105,37.2060013,1.3334854,5.5801659,0.6880694,0.8628725,2.4436042,1588.0000000,2.5534580
2490386,2.9400000,5.8800000,151.0000000,67.1484222,40.2732010,1.3393393,5.6169419,0.6926041,0.8636057,2.4341526,1588.0000000,2.5411191
2490387,2.9400000,5.9400000,272.0000000,210.7119141,238.8023987,1.4424425,6.9856472,0.8500026,0.8882130,2.1690962,1716.0000000,2.2527976
2490388,2.9400000,6.0000000,263.0000000,204.1381683,231.2028046,1.4527194,6.7467356,0.8209321,0.8841664,2.2104957,1716.0000000,2.2763278
2490389,2.9400000,6.0600000,146.0000000,74.5301361,53.8307991,1.2526076,5.1749511,0.6457912,0.8546087,2.5374746,1482.0000000,2.7001948
2490390,2.9400000,6.1200000,142.0000000,77.0081558,59.1623993,1.2340184,5.1235900,0.6399097,0.8535116,2.5515604,1475.0000000,2.7270446
2490391,2.9400000,6.1800000,139.0000000,81.7209320,66.8843994,1.2219077,5.0946307,0.6362928,0.8528866,2.5603800,1475.0000000,2.7440090
2490392,2.9400000,6.2400000,137.0000000,87.5025787,75.7835999,1.2162107,5.0813746,0.6346372,0.8525997,2.5644505,1475.0000000,2.7517581
2490394,2.9400000,6.3600000,53.0000000,18.7505226,8.3484001,1.1693231,4.9311028,0.6369982,0.8494197,2.5566502,1219.0000000,2.7731104
2490395,2.9400000,6.4200000,52.0000000,17.6619663,7.5167999,1.1439654,4.4527249,0.6146796,0.8380331,2.6082354,851.0000000,2.8383639
2490397,2.9400000,6.5400000,114.0000000,52.4867363,35.9928017,1.2881767,5.2071195,0.6634334,0.8554567,2.4954407,1317.0000000,2.6315589
2490398,2.9400000,6.6000000,140.0000000,77.0656509,68.1228027,1.3172550,5.4395351,0.6769921,0.8601281,2.4667554,1505.0000000,2.5853961
2490399,2.9400000,6.6600000,196.0000000,150.1388702,175.9608002,1.3947587,6.0266199,0.7325841,0.8712732,2.3565218,1726.0000000,2.4359336
2490400,2.9400000,6.7200000,172.0000000,121.8119202,136.5191956,1.3666847,5.9528451,0.7236162,0.8698921,2.3733332,1726.0000000,2.4709797
2490401,2.9400000,6.7800000,131.0000000,65.7081299,53.2655983,1.3355917,5.4056101,0.6859807,0.8596466,2.4465082,1347.0000000,2.5545790
2490402,2.9400000,6.8400000,109.0000000,47.1806450,29.2464008,1.3008113,5.5785446,0.6958295,0.8629858,2.4269359,1486.0000000,2.5654345
2490403,2.9400000,6.9000000,44.0000000,9.9877882,2.7000000,0.9162340,4.0652804,0.5695077,0.8275224,2.7344346,788.0000000,3.1374290
2490404,2.9400000,6.9600000,47.0000000,10.0811968,2.7684000,1.0866007,4.6704569,0.6069629,0.8433537,2.6332767,1179.0000000,2.9021730
2490405,2.9400000,7.0200000,51.0000000,11.9420185,3.8484001,1.1033192,4.6973128,0.6104530,0.8439936,2.6239388,1179.0000000,2.8812077
2490406,2.9400000,7.0800000,53.0000000,13.1726694,4.4028001,1.1125624,4.7143717,0.6125762,0.8443984,2.6183207,1180.0000000,2.8692276
2490407,2.9400000,7.1400000,52.0000000,14.1276054,4.9428000,1.1118150,4.7166495,0.6127785,0.8444522,2.6177967,1181.0000000,2.8692868
2555904,3.0000000,4.8000000,113.0000000,114.7525558,147.8484039,1.2934837,5.6095476,0.6916924,0.8634586,2.4360428,1588.0000000,2.5783901
2555905,3.0000000,4.8600000,128.0000000,112.5555420,136.7460022,1.3167126,5.6467137,0.6962752,0.8641967,2.4265912,1588.0000000,2.5522952
2555906,3.0000000,4.9200000,129.0000000,108.5105133,126.8208008,1.3183801,5.6517062,0.6968908,0.8642956,2.4253309,1588.0000000,2.5499802
2555907,3.0000000,4.9800000,133.0000000,105.8757019,117.9359970,1.3244079,5.6642265,0.6984347,0.8645433,2.4221802,1588.0000000,2.5427213
2555908,3.0000000,5.0400000,141.0000000,103.4144592,108.5795975,1.3356986,5.6843753,0.7009191,0.8649410,2.4171393,1588.0000000,2.5298672
2555909,3.0000000,5.1000000,152.0000000,102.5467224,100.5624008,1.3533574,5.7618432,0.7100864,0.8664524,2.3988693,1593.0000000,2.5015836
2555910,3.0000000,5.1600000,194.0000000,112.4895554,97.8264008,1.4125098,6.0858388,0.7499344,0.8726434,2.3245449,1594.0000000,2.3968453
2555911,3.0000000,5.2200000,201.0000000,111.0645065,91.1808014,1.4206618,6.1382027,0.7563870,0.8736212,2.3132455,1594.0000000,2.3816295
2555912,3.0000000,5.2800000,213.0000000,113.4258881,87.4008026,1.4314899,6.1680117,0.7588352,0.8741395,2.3090796,1609.0000000,2.3701134
2555913,3.0000000,5.3400000,217.0000000,113.4187393,85.6404037,1.3933923,6.7697802,0.8291911,0.8847648,2.1981819,1651.0000000,2.3160059
2555914,3.0000000,5.4000000,209.0000000,106.4425354,78.0983963,1.3876815,6.6528029,0.8104719,0.8825805,2.2260716,1704.0000000,2.3419025
2555915,3.0000000,5.4600000,200.0000000,96.1773911,66.2544022,1.4053607,6.3641725,0.7795106,0.8776202,2.2745454,1651.0000000,2.3638241
2555916,3.0000000,5.5200000,182.0000000,85.8895493,56.9808006,1.3939881,5.9765072,0.7348042,0.8705393,2.3519206,1615.0000000,2.4328287
2555917,3.0000000,5.5800000,170.0000000,78.1038437,50.5943985,1.3787028,5.8375158,0.7198023,0.8679305,2.3799622,1588.0000000,2.4670160
2555918,3.0000000,5.6400000,166.0000000,75.3569336,48.4091988,1.3694336,5.7664227,0.7110361,0.8665500,2.3969755,1588.0000000,2.4878955
2555919,3.0000000,5.7000000,162.0000000,72.5134125,44.8848000,1.3653926,5.7664227,0.7110361,0.8665500,2.3969755,1588.0000000,2.4908905
2555920,3.0000000,5.7600000,160.0000000,70.4839554,42.6240005,1.3631001,5.7638230,0.7107155,0.8664992,2.3976057,1588.0000000,2.4931254
2555921,3.0000000,5.8200000,158.0000000,69.2676468,41.4935989,1.3607708,5.7612257,0.7103952,0.8664486,2.3982356,1588.0000000,2.4953966
2555922,3.0000000,5.8800000,157.0000000,69.7847214,42.8400002,1.3611157,5.7820711,0.7129656,0.8668549,2.3931947,1588.0000000,2.4910624
2555923,3.0000000,5.9400000,275.0000000,210.8949280,237.7619934,1.4199557,7.2011428,0.8762237,0.8917764,2.1341107,1716.0000000,2.2447124
2555924,3.0000000,6.0000000,269.0000000,205.8364868,231.2891998,1.4142295,7.1753192,0.8730816,0.8913535,2.1381924,1716.0000000,2.2526801
2555925,3.0000000,6.0600000,152.0000000,75.2158279,53.4707985,1.3524543,5.7379532,0.7075256,0.8659936,2.4039068,1588.0000000,2.5063198
2555926,3.0000000,6.1200000,146.0000000,76.6733017,58.1184006,1.3320787,5.5972676,0.6901782,0.8632139,2.4391935,1588.0000000,2.5506768
2555927,3.0000000,6.1800000,142.0000000,80.1639938,64.8504028,1.3083204,5.4679894,0.6742374,0.8606135,2.4732199,1588.0000000,2.5973294
2555928,3.0000000,6.2400000,138.0000000,85.1470947,73.1808014,1.2292181,5.1124129,0.6385137,0.8532707,2.5549526,1475.0000000,2.7329154
2555930,3.0000000,6.3600000,68.0000000,23.5119972,10.1736002,1.2243985,5.3059092,0.6700314,0.8574889,2.4812138,1385.0000000,2.6700330
2555931,3.0000000,6.4200000,82.0000000,33.0817451,16.4267998,1.2568883,5.3714142,0.6783034,0.8588709,2.4631503,1385.0000000,2.6292014
2555933,3.0000000,6.5400000,116.0000000,47.5851936,27.8064003,1.3106169,5.3228874,0.6770934,0.8579260,2.4653614,1329.0000000,2.5886810
2555934,3.0000000,6.6000000,148.0000000,78.2453613,64.9403992,1.3509257,5.8104615,0.7160007,0.8673962,2.3873196,1594.0000000,2.4943886
2555935,3.0000000,6.6600000,211.0000000,159.1779938,181.5048065,1.4006729,6.4648490,0.7832521,0.8791453,2.2689028,1760.0000000,2.3633842
2555936,3.0000000,6.7200000,197.0000000,143.1306152,158.0724030,1.3666710,6.5910559,0.7969376,0.8813015,2.2471910,1781.0000000,2.3756239
2555937,3.0000000,6.7800000,162.0000000,91.6995316,79.6643982,1.3661239,6.0480199,0.7417144,0.8718385,2.3394384,1639.0000000,2.4453282
2555938,3.0000000,6.8400000,138.0000000,74.2724152,63.5471992,1.3403240,5.8807325,0.7257632,0.8687787,2.3685877,1580.0000000,2.4886494
2555939,3.0000000,6.9000000,44.0000000,9.1888189,2.2140000,0.9162340,4.0652804,0.5695077,0.8275224,2.7344346,788.0000000,3.1374290
2555940,3.0000000,6.9600000,57.0000000,12.9912634,3.8088000,1.1235363,4.7292433,0.6145086,0.8447507,2.6132317,1180.0000000,2.8565431
2555941,3.0000000,7.0200000,56.0000000,12.3574409,3.5748000,1.1244266,4.7362838,0.6152354,0.8449165,2.6113462,1182.0000000,2.8541088
2555942,3.0000000,7.0800000,55.0000000,12.6363688,3.7728000,1.1227266,4.7360702,0.6151138,0.8449112,2.6116750,1183.0000000,2.8556433
2555943,3.0000000,7.1400000,56.0000000,16.9296856,9.0324001,1.1668091,5.1881633,0.6461556,0.8548786,2.5367155,1499.0000000,2.7600951
2621440,3.0600000,4.8000000,126.0000000,123.4221191,155.7144012,1.3139149,5.6442204,0.6959678,0.8641473,2.4272211,1588.0000000,2.5550241
2621441,3.0600000,4.8600000,135.0000000,119.1258850,143.5859985,1.3270842,5.6667376,0.6987442,0.8645929,2.4215500,1588.0000000,2.5401118
2621442,3.0600000,4.9200000,133.0000000,111.7069778,130.0068054,1.3242159,5.6617179,0.6981254,0.8644937,2.4228103,1588.0000000,2.5433691
2621443,3.0600000,4.9800000,137.0000000,107.9691086,119.8835983,1.3301176,5.6742830,0.6996747,0.8647419,2.4196599,1588.0000000,2.5362318
2621444,3.0600000,5.0400000,144.0000000,104.5730591,109.4148026,1.3449727,5.7716293,0.7116781,0.8666515,2.3957152,1588.0000000,2.5056715
2621445,3.0600000,5.1000000,163.0000000,107.9063187,104.0615997,1.3706640,5.8295302,0.7188176,0.8677760,2.3818526,1588.0000000,2.4746392
2621446,3.0600000,5.1600000,196.0000000,112.9187088,97.8768005,1.4147909,6.0916128,0.7506459,0.8727515,2.3232894,1594.0000000,2.3941019
2621447,3.0600000,5.2200000,202.0000000,111.4329758,91.4291992,1.4217786,6.1411381,0.7567487,0.8736758,2.3126178,1594.0000000,2.3802772
2621448,3.0600000,5.2800000,215.0000000,112.8807449,86.2956009,1.4335750,6.1738772,0.7595568,0.8742481,2.3078358,1609.0000000,2.3675580
2621449,3.0600000,5.3400000,221.0000000,116.5026932,89.1503983,1.4077531,6.7019806,0.8208868,0.8835929,2.2103031,1651.0000000,2.3130722
2621450,3.0600000,5.4000000,212.0000000,107.8134155,78.7860031,1.3913697,6.6623755,0.8116381,0.8827466,2.2243102,1704.0000000,2.3374548
2621451,3.0600000,5.4600000,198.0000000,92.1682739,61.2612000,1.4091573,6.1819191,0.7571875,0.8742999,2.3121212,1651.0000000,2.3896816
2621452,3.0600000,5.5200000,185.0000000,84.3479462,54.3563995,1.3964895,5.8831844,0.7254335,0.8688107,2.3692501,1588.0000000,2.4450934
2621453,3.0600000,5.5800000,174.0000000,79.0319290,50.1983986,1.3839954,5.8562341,0.7221104,0.8682919,2.3755515,1588.0000000,2.4594595
2621454,3.0600000,5.6400000,171.0000000,76.4523163,47.7756004,1.3799102,5.8401823,0.7201311,0.8679820,2.3793321,1588.0000000,2.4655981
2621455,3.0600000,5.7000000,163.0000000,72.2018433,44.7515984,1.3702148,5.8215661,0.7178356,0.8676218,2.3837428,1588.0000000,2.4765010
2621456,3.0600000,5.7600000,159.0000000,69.6245804,43.0127983,1.3626087,5.7716293,0.7116781,0.8666515,2.3957152,1588.0000000,2.4919581
2621457,3.0600000,5.8200000,159.0000000,70.2381134,43.8912010,1.3640188,5.7925506,0.7142578,0.8670588,2.3906741,1588.0000000,2.4868126
2621458,3.0600000,5.8800000,160.0000000,71.7743759,45.8387985,1.3659428,5.8057036,0.7158797,0.8673143,2.3875237,1588.0000000,2.4828074
2621459,3.0600000,5.9400000,280.0000000,215.3692627,242.4528046,1.4090666,7.3292637,0.8918133,0.8938579,2.1142857,1716.0000000,2.2387094
2621460,3.0600000,6.0000000,274.0000000,211.6127777,238.6152039,1.4027826,7.3063240,0.8890220,0.8934872,2.1177843,1716.0000000,2.2467554
2621461,3.0600000,6.0600000,157.0000000,79.1675568,57.4235992,1.3620794,5.7978048,0.7149057,0.8671609,2.3894141,1588.0000000,2.4872925
2621462,3.0600000,6.1200000,154.0000000,82.3072586,62.7767982,1.3576936,5.7820711,0.7129656,0.8668549,2.3931947,1588.0000000,2.4936998
2621463,3.0600000,6.1800000,154.0000000,87.5957108,70.0559998,1.3558179,5.7534471,0.7094361,0.8662966,2.4001260,1588.0000000,2.5006976
2621464,3.0600000,6.2400000,156.0000000,93.8475952,78.3611984,1.3576344,5.7482734,0.7087981,0.8661956,2.4013863,1588.0000000,2.5003324
2621465,3.0600000,6.3000000,175.0000000,105.8804169,89.2043991,1.3829780,5.8285422,0.7186178,0.8677551,2.3822417,1589.0000000,2.4657257
2621466,3.0600000,6.3600000,174.0000000,114.1915665,101.1419983,1.3814173,5.8205872,0.7176370,0.8676011,2.3841310,1589.0000000,2.4684365
2621467,3.0600000,6.4200000,167.0000000,115.3906021,108.7488022,1.3728800,5.7994790,0.7150345,0.8671917,2.3891687,1589.0000000,2.4788973
2621468,3.0600000,6.4800000,171.0000000,115.8080444,114.0156021,1.3782640,5.8179402,0.7173107,0.8675498,2.3847606,1589.0000000,2.4712756
2621469,3.0600000,6.5400000,196.0000000,134.2344360,134.4384003,1.4155147,6.0922146,0.7511267,0.8727741,2.3224182,1589.0000000,2.3928556
2621470,3.0600000,6.6000000,222.0000000,168.0187836,182.7575989,1.4336874,6.3267074,0.7745203,0.8769310,2.2827795,1656.0000000,2.3475468
2621471,3.0600000,6.6600000,271.0000000,239.2810822,294.5339966,1.4384403,6.9194984,0.8361737,0.8868809,2.1886897,1787.0000000,2.2711225
2621472,3.0600000,6.7200000,243.0000000,209.4019165,257.8356018,1.4116074,6.8104291,0.8229933,0.8850452,2.2077267,1787.0000000,2.3078907
2621473,3.0600000,6.7800000,196.0000000,145.0146790,167.6123962,1.4058455,6.2052932,0.7597353,0.8747207,2.3077388,1655.0000000,2.3888996
2621474,3.0600000,6.8400000,181.0000000,129.8821869,155.4084015,1.3948088,6.0176973,0.7404216,0.8713322,2.3416305,1608.0000000,2.4240372
2621475,3.0600000,6.9000000,149.0000000,113.0964432,151.8155975,1.3468883,5.7114511,0.7041813,0.8654723,2.4105794,1589.0000000,2.5159652
2621476,3.0600000,6.9600000,123.0000000,106.4654846,157.3883972,1.3086126,5.6285310,0.6939578,0.8638347,2.4313602,1589.0000000,2.5624998
2621477,3.0600000,7.0200000,118.0000000,107.7286224,166.6907959,1.2999543,5.6038766,0.6909181,0.8633443,2.4376574,1589.0000000,2.5743623
2621478,3.0600000,7.0800000,114.0000000,109.0139847,174.8916016,1.2936413,5.5940757,0.6897097,0.8631489,2.4401762,1589.0000000,2.5814278
2621479,3.0600000,7.1400000,111.0000000,110.8423996,182.8368073,1.2888088,5.5867472,0.6888062,0.8630027,2.4420655,1589.0000000,2.5868220
2686976,3.1200000,4.8000000,110.0000000,108.6558380,138.6000061,1.2887540,5.6046295,0.6910859,0.8633606,2.4373031,1588.0000000,2.5832365
2686977,3.1200000,4.8600000,124.0000000,106.0652237,127.9548035,1.3112516,5.6442204,0.6959678,0.8641473,2.4272211,1588.0000000,2.5571644
2686978,3.1200000,4.9200000,122.0000000,99.9354324,116.2223969,1.3083633,5.6417298,0.6956607,0.8640980,2.4278512,1588.0000000,2.5599837
2686979,3.1200000,4.9800000,129.0000000,99.4421997,109.3175964,1.3232061,5.7353787,0.7072082,0.8659432,2.4045370,1588.0000000,2.5300159
2686980,3.1200000,5.0400000,139.0000000,101.4272156,105.5808029,1.3383436,5.7690248,0.7113569,0.8666008,2.3963454,1588.0000000,2.5114589
2686981,3.1200000,5.1000000,154.0000000,104.2006531,100.5696030,1.3617975,5.8831844,0.7254335,0.8688107,2.3692501,1588.0000000,2.4716780
2686982,3.1200000,5.1600000,193.0000000,111.3922195,96.4800034,1.4113859,6.0727043,0.7483968,0.8723993,2.3272612,1593.0000000,2.3998652
2686983,3.1200000,5.2200000,198.0000000,109.8923874,91.6343994,1.4172585,6.1235671,0.7545835,0.8733485,2.3163841,1594.0000000,2.3867280
2686984,3.1200000,5.2800000,210.0000000,111.9033966,87.4188004,1.4280603,6.1388483,0.7552473,0.8735984,2.3152986,1609.0000000,2.3776860
2686985,3.1200000,5.3400000,220.0000000,117.6115036,90.7055969,1.4234375,6.5729527,0.8081364,0.8814458,2.2292442,1615.0000000,2.3144627
2686986,3.1200000,5.4000000,211.0000000,109.1473007,80.6039963,1.3988724,6.6388168,0.8131502,0.8824933,2.2218182,1651.0000000,2.3292484
2686987,3.1200000,5.4600000,197.0000000,95.3131332,66.1464005,1.4020299,6.1603951,0.7510121,0.8738047,2.3231132,1697.0000000,2.4038680
2686988,3.1200000,5.5200000,182.0000000,85.9211807,56.3580017,1.3973757,5.9599810,0.7349030,0.8702796,2.3516068,1588.0000000,2.4299967
2686989,3.1200000,5.5800000,174.0000000,79.9650192,49.8923988,1.3839954,5.8562341,0.7221104,0.8682919,2.3755515,1588.0000000,2.4594595
2686990,3.1200000,5.6400000,168.0000000,75.3496399,45.3527985,1.3767455,5.8401823,0.7201311,0.8679820,2.3793321,1588.0000000,2.4679782
2686991,3.1200000,5.7000000,168.0000000,75.2296448,44.9963989,1.3765888,5.8375158,0.7198023,0.8679305,2.3799622,1588.0000000,2.4686069
2686992,3.1200000,5.7600000,159.0000000,69.9342270,41.4287987,1.3614432,5.7560377,0.7097555,0.8663473,2.3994958,1588.0000000,2.4959154
2686993,3.1200000,5.8200000,157.0000000,68.5383835,40.6332016,1.3594970,5.7586303,0.7100752,0.8663979,2.3988657,1588.0000000,2.4968739
2686994,3.1200000,5.8800000,160.0000000,70.8581314,43.1711998,1.3628740,5.7629056,0.7105253,0.8664797,2.3979850,1589.0000000,2.4936051
2686995,3.1200000,5.9400000,279.0000000,212.4025879,238.3596039,1.4209082,7.2383580,0.8807520,0.8923838,2.1282799,1716.0000000,2.2394311
2686996,3.1200000,6.0000000,271.0000000,208.9351196,236.4407959,1.4025401,7.2759600,0.8853273,0.8929952,2.1224489,1716.0000000,2.2505438
2686997,3.1200000,6.0600000,153.0000000,75.9993744,54.2052002,1.3473508,5.6709442,0.6991871,0.8646745,2.4206550,1589.0000000,2.5238793
2686998,3.1200000,6.1200000,147.0000000,77.6219940,59.0940018,1.3393850,5.6534028,0.6970243,0.8643277,2.4250629,1589.0000000,2.5334651
2686999,3.1200000,6.1800000,139.0000000,79.5740891,65.1635971,1.2885435,5.3267641,0.6617401,0.8577785,2.5006578,1521.0000000,2.6367364
2687000,3.1200000,6.2400000,138.0000000,85.5871964,73.8899994,1.2310169,5.1168776,0.6390714,0.8533670,2.5535955,1475.0000000,2.7302387
2687002,3.1200000,6.3600000,63.0000000,22.7508354,10.6560001,1.2094398,5.2407341,0.6627314,0.8561136,2.4974508,1374.0000000,2.6947536
2687003,3.1200000,6.4200000,75.0000000,31.0671730,16.1424007,1.2388468,5.2993770,0.6700613,0.8573629,2.4810772,1375.0000000,2.6577532
2687005,3.1200000,6.5400000,110.0000000,41.0376015,20.0160007,1.2942954,5.2907972,0.6713226,0.8572155,2.4780996,1348.0000000,2.6114886
2687006,3.1200000,6.6000000,144.0000000,74.1479721,58.8779984,1.3437353,5.7618432,0.7100864,0.8664524,2.3988693,1593.0000000,2.5091202
2687007,3.1200000,6.6600000,214.0000000,162.3801727,183.7332001,1.4096730,6.4159193,0.7786829,0.8783221,2.2762780,1742.0000000,2.3616297
2687008,3.1200000,6.7200000,196.0000000,139.9334106,150.8040009,1.3751416,6.5007257,0.7867664,0.8797500,2.2632768,1771.0000000,2.3804770
2687009,3.1200000,6.7800000,153.0000000,81.7212830,65.9916000,1.3520710,6.0547886,0.7420791,0.8719530,2.3388078,1645.0000000,2.4564710
2687010,3.1200000,6.8400000,128.0000000,65.7274704,52.8804016,1.3175926,5.6811256,0.6997609,0.8648621,2.4195366,1598.0000000,2.5461042
2687011,3.1200000,6.9000000,44.0000000,9.1888189,2.2140000,0.9162340,4.0652804,0.5695077,0.8275224,2.7344346,788.0000000,3.1374290
2687012,3.1200000,6.9600000,62.0000000,14.8253431,4.6008000,1.1349943,4.7400961,0.6162965,0.8450085,2.6085107,1176.0000000,2.8440142
2687013,3.1200000,7.0200000,57.0000000,12.7072983,3.6972001,1.1264362,4.7346516,0.6153997,0.8448792,2.6108751,1178.0000000,2.8522286
2687014,3.1200000,7.0800000,56.0000000,13.2599831,4.1508002,1.1238809,4.7340083,0.6150337,0.8448631,2.6118643,1181.0000000,2.8549898
2687015,3.1200000,7.1400000,55.0000000,14.4394617,4.8312001,1.1241412,4.7387738,0.6155589,0.8449754,2.6104996,1182.0000000,2.8535216
2752513,3.1800000,4.8600000,11.0000000,1.9619758,0.4500000,0.7843103,3.9346745,0.5514805,0.8237923,2.7910829,786.0000000,3.2822101
